week_ending_date,state,avg_adm_all_covid_confirmed,pct_chg_avg_adm_all_covid_confirmed_per_100k,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,sum_adm_all_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_percent_inpatient_beds_occupied_covid_confirmed,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-08-26,IL,80.14,24.94,561.00,4.43,228127.00,375.71,1.33,0.27,1.06,0.23
2023-09-02,IL,86.71,8.20,607.00,4.79,228734.00,410.14,1.45,0.12,1.16,0.10
2023-09-09,IL,93.29,7.58,653.00,5.15,229387.00,455.57,1.60,0.16,1.37,0.21
2023-09-16,IL,97.71,4.75,684.00,5.40,230071.00,515.86,1.82,0.21,1.29,-0.08
2023-09-23,IL,96.57,-1.17,676.00,5.33,230747.00,500.29,1.77,-0.05,1.28,-0.00
2023-09-30,IL,81.86,-15.24,573.00,4.52,231320.00,491.71,1.75,-0.02,1.37,0.09
2023-10-07,IL,77.43,-5.41,542.00,4.28,231862.00,454.00,1.61,-0.15,1.33,-0.05
2023-10-14,IL,68.86,-11.07,482.00,3.80,232344.00,406.00,1.45,-0.16,1.14,-0.19
2023-10-21,IL,82.14,19.29,575.00,4.54,232919.00,438.29,1.57,0.13,1.38,0.24
2023-10-28,IL,94.86,15.48,664.00,5.24,233583.00,469.57,1.70,0.12,1.39,0.01
2023-11-04,IL,90.29,-4.82,632.00,4.99,234215.00,486.86,1.74,0.04,1.40,0.01
2023-11-11,IL,107.14,18.67,750.00,5.92,234965.00,568.00,2.05,0.31,1.58,0.18
2023-11-18,IL,125.14,16.80,876.00,6.91,235841.00,680.00,2.45,0.40,1.89,0.31
2023-11-25,IL,143.57,14.73,1005.00,7.93,236846.00,751.00,2.68,0.24,2.02,0.14
2023-12-02,IL,179.71,25.17,1258.00,9.93,238104.00,900.14,3.25,0.56,2.51,0.49
2023-12-09,IL,175.00,-2.62,1225.00,9.67,239329.00,963.29,3.50,0.25,2.80,0.29
2023-12-16,IL,195.14,11.51,1366.00,10.78,240695.00,1069.43,3.87,0.36,3.52,0.72
2023-12-23,IL,216.43,10.91,1515.00,11.96,242210.00,1125.00,4.06,0.19,3.54,0.02
2023-12-30,IL,253.00,16.90,1771.00,13.98,243981.00,1261.43,4.55,0.49,3.68,0.14
2024-01-06,IL,225.29,-10.95,1577.00,12.44,245558.00,1313.71,4.79,0.24,4.11,0.43
2024-01-13,IL,199.00,-11.67,1393.00,10.99,246951.00,1125.29,4.24,-0.55,4.06,-0.05
2020-08-08,IN,58.14,84.16,407.00,6.05,451.00,458.00,3.00,0.09,6.71,0.16
2020-08-15,IN,57.43,-1.23,402.00,5.97,853.00,500.29,3.21,0.22,6.77,0.07
2020-08-22,IN,76.00,32.34,532.00,7.90,1385.00,492.00,3.16,-0.06,6.38,-0.39
2020-08-29,IN,76.86,1.13,538.00,7.99,1923.00,506.86,3.23,0.07,6.63,0.25
2020-09-05,IN,63.86,-16.91,447.00,6.64,2370.00,494.14,3.11,-0.12,6.25,-0.38
2020-09-12,IN,133.29,108.72,933.00,13.86,3303.00,474.00,2.95,-0.16,6.12,-0.12
2020-09-19,IN,60.57,-54.56,424.00,6.30,3727.00,460.71,2.87,-0.08,6.23,0.11
2020-09-26,IN,67.71,11.79,474.00,7.04,4201.00,503.86,3.15,0.28,6.89,0.66
2020-10-03,IN,91.14,34.60,638.00,9.48,4839.00,575.43,3.63,0.48,7.71,0.82
2020-10-10,IN,105.71,15.99,740.00,10.99,5579.00,731.57,4.58,0.96,9.67,1.95
2020-10-17,IN,129.14,22.16,904.00,13.43,6483.00,910.86,5.67,1.09,10.92,1.25
2020-10-24,IN,169.29,31.08,1185.00,17.60,7668.00,1069.86,6.61,0.94,12.74,1.82
2020-10-31,IN,186.14,9.96,1303.00,19.35,8971.00,1266.00,7.72,1.11,15.05,2.31
2020-11-07,IN,227.14,22.03,1590.00,23.62,10561.00,1509.57,9.11,1.39,16.44,1.39
2020-11-14,IN,317.29,39.69,2221.00,32.99,12782.00,2020.86,12.14,3.03,19.57,3.13
2020-11-21,IN,352.29,11.03,2466.00,36.63,15248.00,2504.86,14.99,2.84,24.14,4.57
2020-11-28,IN,362.43,2.88,2537.00,37.68,17785.00,2706.86,16.27,1.28,26.75,2.60
2020-12-05,IN,370.43,2.21,2593.00,38.52,20378.00,2877.29,17.25,0.98,28.22,1.47
2020-12-12,IN,383.57,3.55,2685.00,39.88,23063.00,2802.86,16.75,-0.50,27.39,-0.83
2020-12-19,IN,367.29,-4.25,2571.00,38.19,25634.00,2699.71,16.17,-0.58,26.13,-1.26
2020-12-26,IN,344.71,-6.15,2413.00,35.84,28047.00,2580.14,15.50,-0.67,25.11,-1.02
2021-01-02,IN,397.71,15.38,2784.00,41.35,30831.00,2485.14,14.97,-0.53,24.48,-0.63
2021-01-09,IN,363.57,-8.58,2545.00,37.80,33376.00,2434.29,14.69,-0.28,22.80,-1.68
2021-01-16,IN,287.43,-20.94,2012.00,29.89,35388.00,2150.57,12.90,-1.79,21.30,-1.50
2021-01-23,IN,242.86,-15.51,1700.00,25.25,37088.00,1866.43,11.18,-1.72,19.30,-2.00
2021-01-30,IN,183.43,-24.47,1284.00,19.07,38372.00,1512.00,9.07,-2.12,15.59,-3.71
2021-02-06,IN,171.86,-6.31,1203.00,17.87,39575.00,1201.57,7.21,-1.86,12.41,-3.18
2021-02-13,IN,124.86,-27.35,874.00,12.98,40449.00,909.57,5.43,-1.78,9.21,-3.21
2021-02-20,IN,100.86,-19.22,706.00,10.49,41155.00,721.29,4.32,-1.11,6.95,-2.26
2021-02-27,IN,86.29,-14.45,604.00,8.97,41759.00,564.14,3.35,-0.98,5.49,-1.46
2021-03-06,IN,72.57,-15.89,508.00,7.55,42267.00,471.86,2.77,-0.58,4.29,-1.20
2021-03-13,IN,64.43,-11.22,451.00,6.70,42718.00,366.00,2.15,-0.61,3.54,-0.75
2021-03-20,IN,56.29,-12.64,394.00,5.85,43112.00,372.00,2.19,0.04,3.19,-0.35
2021-03-27,IN,69.00,22.59,483.00,7.17,43595.00,399.29,2.35,0.16,3.71,0.52
2021-04-03,IN,84.43,22.36,591.00,8.78,44186.00,457.00,2.70,0.35,4.28,0.58
2021-04-10,IN,90.57,7.28,634.00,9.42,44820.00,531.86,3.14,0.44,4.98,0.70
2021-04-17,IN,94.14,3.94,659.00,9.79,45479.00,636.71,3.74,0.60,6.36,1.37
2021-04-24,IN,101.71,8.04,712.00,10.58,46191.00,654.57,3.85,0.11,6.32,-0.04
2021-05-01,IN,104.86,3.09,734.00,10.90,46925.00,679.29,3.97,0.13,6.18,-0.14
2021-05-08,IN,98.71,-5.86,691.00,10.26,47616.00,714.57,4.14,0.17,6.23,0.06
2021-05-15,IN,82.57,-16.35,578.00,8.59,48194.00,645.71,3.82,-0.32,6.76,0.53
2021-05-22,IN,83.00,0.52,581.00,8.63,48775.00,588.00,3.46,-0.36,6.12,-0.64
2021-05-29,IN,73.00,-12.05,511.00,7.59,49286.00,548.86,3.23,-0.23,5.70,-0.42
2021-06-05,IN,54.29,-25.64,380.00,5.64,49666.00,443.86,2.60,-0.63,4.71,-0.99
2021-06-12,IN,44.71,-17.63,313.00,4.65,49979.00,363.14,2.14,-0.47,4.15,-0.57
2021-06-19,IN,35.57,-20.45,249.00,3.70,50228.00,295.43,1.75,-0.39,3.36,-0.79
2021-06-26,IN,28.00,-21.29,196.00,2.91,50424.00,237.00,1.40,-0.36,3.04,-0.32
2021-07-03,IN,32.57,16.33,228.00,3.39,50652.00,214.14,1.27,-0.12,2.56,-0.48
2021-07-10,IN,40.14,23.25,281.00,4.17,50933.00,225.00,1.34,0.06,2.31,-0.26
2021-07-17,IN,46.86,16.73,328.00,4.87,51261.00,277.86,1.65,0.31,2.86,0.56
2021-07-24,IN,63.00,34.45,441.00,6.55,51702.00,367.00,2.17,0.52,4.28,1.42
2021-07-31,IN,94.86,50.57,664.00,9.86,52366.00,561.29,3.29,1.12,6.08,1.80
2021-08-07,IN,134.29,41.57,940.00,13.96,53306.00,758.71,4.52,1.23,8.52,2.44
2021-08-14,IN,180.43,34.36,1263.00,18.76,54569.00,1076.29,6.41,1.89,11.21,2.69
2021-08-21,IN,232.14,28.66,1625.00,24.14,56194.00,1383.14,8.33,1.92,14.55,3.34
2021-08-28,IN,276.57,19.14,1936.00,28.76,58130.00,1745.71,10.56,2.24,17.66,3.12
2021-09-04,IN,299.00,8.11,2093.00,31.09,60223.00,2021.14,12.24,1.67,20.20,2.54
2021-09-11,IN,302.71,1.24,2119.00,31.48,62342.00,2223.71,13.44,1.21,23.56,3.36
2021-09-18,IN,289.57,-4.34,2027.00,30.11,64369.00,2279.00,13.53,0.08,23.64,0.08
2021-09-25,IN,238.14,-17.76,1667.00,24.76,66036.00,2106.43,12.40,-1.13,21.89,-1.75
2021-10-02,IN,206.86,-13.14,1448.00,21.51,67484.00,1804.00,10.72,-1.68,19.45,-2.44
2021-10-09,IN,185.00,-10.57,1295.00,19.24,68779.00,1608.43,9.47,-1.25,16.87,-2.58
2021-10-16,IN,162.86,-11.97,1140.00,16.93,69919.00,1437.29,8.43,-1.04,15.54,-1.34
2021-10-23,IN,148.57,-8.77,1040.00,15.45,70959.00,1271.86,7.50,-0.93,14.02,-1.51
2021-10-30,IN,137.71,-7.31,964.00,14.32,71923.00,1137.00,6.65,-0.85,12.38,-1.64
2021-11-06,IN,130.14,-5.50,911.00,13.53,72834.00,1083.14,6.37,-0.28,11.83,-0.55
2021-11-13,IN,158.00,21.41,1106.00,16.43,73940.00,1115.14,6.54,0.17,11.11,-0.71
2021-11-20,IN,199.57,26.31,1397.00,20.75,75337.00,1353.71,7.90,1.36,12.53,1.41
2021-11-27,IN,247.86,24.19,1735.00,25.77,77072.00,1686.71,9.88,1.98,15.35,2.82
2021-12-04,IN,314.57,26.92,2202.00,32.71,79274.00,2087.00,12.23,2.35,19.69,4.34
2021-12-11,IN,352.43,12.03,2467.00,36.64,81741.00,2491.00,14.63,2.40,22.32,2.63
2021-12-18,IN,353.57,0.32,2475.00,36.76,84216.00,2712.71,17.17,2.54,25.90,3.57
2021-12-25,IN,346.29,-2.06,2424.00,36.01,86640.00,2687.86,18.39,1.22,27.65,1.75
2022-01-01,IN,371.71,7.34,2602.00,38.65,89242.00,2745.57,19.36,0.97,27.30,-0.35
2022-01-08,IN,441.43,18.75,3090.00,45.90,92332.00,2968.14,20.85,1.49,27.08,-0.21
2022-01-15,IN,451.00,2.17,3157.00,46.89,95489.00,3110.71,22.02,1.18,27.57,0.49
2022-01-22,IN,433.43,-3.90,3034.00,45.07,98523.00,3060.14,21.49,-0.53,25.57,-2.00
2022-01-29,IN,357.29,-17.57,2501.00,37.15,101024.00,2688.43,18.92,-2.57,23.02,-2.56
2022-02-05,IN,289.86,-18.87,2029.00,30.14,103053.00,2296.86,16.29,-2.63,20.45,-2.56
2022-02-12,IN,224.29,-22.62,1570.00,23.32,104623.00,1781.57,12.57,-3.72,15.56,-4.89
2022-02-19,IN,144.57,-35.54,1012.00,15.03,105635.00,1249.29,8.85,-3.73,11.57,-3.99
2022-02-26,IN,90.86,-37.15,636.00,9.45,106271.00,813.86,5.78,-3.07,7.89,-3.68
2022-03-05,IN,64.86,-28.62,454.00,6.74,106725.00,550.71,3.92,-1.86,5.09,-2.81
2022-03-12,IN,49.14,-24.23,344.00,5.11,107069.00,375.57,2.70,-1.22,3.41,-1.68
2022-03-19,IN,36.86,-25.00,258.00,3.83,107327.00,276.00,1.92,-0.79,2.55,-0.86
2022-03-26,IN,28.43,-22.87,199.00,2.96,107526.00,216.00,1.49,-0.43,2.18,-0.37
2022-04-02,IN,27.86,-2.01,195.00,2.90,107721.00,171.00,1.18,-0.31,1.65,-0.53
2022-04-09,IN,19.71,-29.23,138.00,2.05,107859.00,127.00,0.89,-0.29,1.22,-0.43
2022-04-16,IN,24.43,23.91,171.00,2.54,108030.00,129.29,0.89,0.00,1.20,-0.02
2022-04-23,IN,27.57,12.87,193.00,2.87,108223.00,130.29,0.90,0.00,0.96,-0.24
2022-04-30,IN,34.43,24.87,241.00,3.58,108464.00,153.43,1.04,0.15,0.78,-0.18
2022-05-07,IN,40.57,17.84,284.00,4.22,108748.00,172.43,1.16,0.11,0.79,0.01
2022-05-14,IN,49.71,22.54,348.00,5.17,109096.00,206.57,1.38,0.22,1.09,0.30
2022-05-21,IN,54.86,10.34,384.00,5.70,109480.00,233.86,1.57,0.20,1.08,-0.00
2022-05-28,IN,63.57,15.89,445.00,6.61,109925.00,282.57,1.90,0.33,1.14,0.06
2022-06-04,IN,79.14,24.49,554.00,8.23,110479.00,346.71,2.34,0.44,1.39,0.25
2022-06-11,IN,66.29,-16.25,464.00,6.89,110943.00,366.43,2.48,0.14,1.88,0.49
2022-06-18,IN,74.71,12.72,523.00,7.77,111466.00,353.71,2.37,-0.11,1.93,0.06
2022-06-25,IN,77.14,3.25,540.00,8.02,112006.00,381.29,2.57,0.20,2.03,0.09
2022-07-02,IN,97.14,25.93,680.00,10.10,112686.00,440.86,2.98,0.41,2.43,0.40
2022-07-09,IN,98.57,1.47,690.00,10.25,113376.00,483.57,3.27,0.29,2.72,0.29
2022-07-16,IN,101.14,2.61,708.00,10.52,114084.00,544.00,3.65,0.38,2.60,-0.12
2022-07-23,IN,118.57,17.23,830.00,12.33,114914.00,618.86,4.15,0.49,3.21,0.61
2022-07-30,IN,128.57,8.43,900.00,13.37,115814.00,674.14,4.51,0.37,3.77,0.56
2022-08-06,IN,132.43,3.00,927.00,13.77,116741.00,673.14,4.52,0.01,3.72,-0.05
2022-08-13,IN,132.86,0.32,930.00,13.81,117671.00,677.57,4.53,0.01,4.12,0.40
2022-08-20,IN,128.71,-3.12,901.00,13.38,118572.00,663.29,4.44,-0.09,4.29,0.17
2022-08-27,IN,130.14,1.11,911.00,13.53,119483.00,671.43,4.50,0.06,3.68,-0.61
2022-09-03,IN,119.29,-8.34,835.00,12.40,120318.00,630.57,4.22,-0.28,3.49,-0.19
2022-09-10,IN,86.71,-27.31,607.00,9.02,120925.00,523.00,3.50,-0.71,2.76,-0.73
2022-09-17,IN,75.57,-12.85,529.00,7.86,121454.00,452.86,3.02,-0.48,2.96,0.20
2022-09-24,IN,66.43,-12.10,465.00,6.91,121919.00,389.71,2.62,-0.40,2.51,-0.45
2022-10-01,IN,50.14,-24.52,351.00,5.21,122270.00,308.00,2.06,-0.56,1.71,-0.80
2022-10-08,IN,54.86,9.40,384.00,5.70,122654.00,276.43,1.86,-0.20,1.58,-0.13
2022-10-15,IN,51.14,-6.77,358.00,5.32,123012.00,282.14,1.89,0.03,1.75,0.17
2022-10-22,IN,58.71,14.80,411.00,6.10,123423.00,291.14,1.98,0.09,1.73,-0.02
2022-10-29,IN,65.00,10.71,455.00,6.76,123878.00,340.29,2.27,0.30,1.73,0.00
2022-11-05,IN,72.14,10.99,505.00,7.50,124383.00,350.14,2.35,0.08,1.83,0.10
2022-11-12,IN,70.14,-2.77,491.00,7.29,124874.00,364.86,2.44,0.09,1.89,0.06
2022-11-19,IN,66.43,-5.30,465.00,6.91,125339.00,356.29,2.39,-0.05,2.15,0.25
2022-11-26,IN,80.71,21.51,565.00,8.39,125904.00,394.57,2.65,0.26,2.52,0.37
2022-12-03,IN,108.00,33.81,756.00,11.23,126660.00,520.14,3.52,0.88,2.91,0.39
2022-12-10,IN,120.14,11.24,841.00,12.49,127501.00,585.86,3.90,0.37,3.33,0.42
2022-12-17,IN,121.71,1.31,852.00,12.66,128353.00,654.14,4.43,0.53,3.81,0.48
2022-12-24,IN,122.14,0.35,855.00,12.70,129208.00,638.14,4.35,-0.08,3.79,-0.02
2022-12-31,IN,132.29,8.30,926.00,13.75,130134.00,663.14,4.59,0.24,3.99,0.20
2023-01-07,IN,111.43,-15.77,780.00,11.59,130914.00,633.29,4.31,-0.28,3.24,-0.76
2023-01-14,IN,82.71,-25.77,579.00,8.60,131493.00,493.57,3.32,-0.99,2.79,-0.44
2023-01-21,IN,72.29,-12.61,506.00,7.52,131999.00,388.43,2.66,-0.66,2.34,-0.46
2023-01-28,IN,64.00,-11.46,448.00,6.65,132447.00,348.71,2.35,-0.31,2.10,-0.23
2023-02-04,IN,57.43,-10.27,402.00,5.97,132849.00,299.71,2.03,-0.32,1.73,-0.37
2023-02-11,IN,64.86,12.94,454.00,6.74,133303.00,297.86,2.02,-0.01,1.61,-0.13
2023-02-18,IN,64.57,-0.44,452.00,6.71,133755.00,320.14,2.19,0.17,1.67,0.06
2023-02-25,IN,61.29,-5.09,429.00,6.37,134184.00,321.43,2.21,0.02,1.98,0.31
2023-03-04,IN,59.43,-3.03,416.00,6.18,134600.00,341.29,2.35,0.14,1.83,-0.15
2023-03-11,IN,56.86,-4.33,398.00,5.91,134998.00,316.29,2.17,-0.18,1.80,-0.03
2023-03-18,IN,44.86,-21.11,314.00,4.66,135312.00,273.71,1.85,-0.31,1.65,-0.15
2023-03-25,IN,45.00,0.32,315.00,4.68,135627.00,246.00,1.66,-0.20,1.54,-0.11
2023-04-01,IN,40.14,-10.79,281.00,4.17,135908.00,243.71,1.65,-0.00,1.38,-0.17
2023-04-08,IN,38.29,-4.63,268.00,3.98,136176.00,211.57,1.44,-0.21,1.10,-0.28
2023-04-15,IN,34.29,-10.45,240.00,3.56,136416.00,183.00,1.24,-0.20,1.08,-0.02
2023-04-22,IN,28.43,-17.08,199.00,2.96,136615.00,158.14,1.07,-0.18,0.86,-0.22
2023-04-29,IN,21.86,-23.12,153.00,2.27,136768.00,131.14,0.88,-0.18,0.71,-0.15
2023-05-06,IN,25.71,17.65,180.00,2.67,136948.00,118.86,0.80,-0.08,0.60,-0.11
2023-05-13,IN,25.43,-1.11,178.00,2.64,137126.00,107.14,0.73,-0.08,0.56,-0.05
2023-05-20,IN,16.29,-35.96,114.00,1.69,137240.00,96.57,0.66,-0.07,0.43,-0.13
2023-05-27,IN,16.71,2.63,117.00,1.74,137357.00,90.86,0.60,-0.06,0.41,-0.01
2023-06-03,IN,11.14,-33.33,78.00,1.16,137435.00,90.43,0.56,-0.04,0.42,0.01
2023-06-10,IN,11.00,-1.28,77.00,1.14,137512.00,79.14,0.54,-0.02,0.41,-0.01
2023-06-17,IN,8.14,-25.97,57.00,0.85,137569.00,68.00,0.47,-0.06,0.44,0.03
2023-06-24,IN,7.71,-5.26,54.00,0.80,137623.00,48.43,0.33,-0.14,0.24,-0.20
2023-07-01,IN,7.29,-5.56,51.00,0.76,137674.00,36.71,0.26,-0.08,0.18,-0.06
2023-07-08,IN,9.29,27.45,65.00,0.97,137739.00,43.29,0.30,0.05,0.10,-0.09
2023-07-15,IN,9.00,-3.08,63.00,0.94,137802.00,40.86,0.28,-0.02,0.13,0.03
2023-07-22,IN,13.57,50.79,95.00,1.41,137897.00,46.71,0.32,0.04,0.27,0.14
2023-07-29,IN,15.57,14.74,109.00,1.62,138006.00,62.71,0.44,0.12,0.38,0.11
2023-08-05,IN,18.29,17.43,128.00,1.90,138134.00,88.57,0.61,0.17,0.46,0.08
2023-08-12,IN,21.14,15.63,148.00,2.20,138282.00,107.29,0.75,0.14,0.69,0.23
2023-08-19,IN,27.71,31.08,194.00,2.88,138476.00,131.43,0.91,0.16,0.63,-0.07
2023-08-26,IN,37.57,35.57,263.00,3.91,138739.00,184.57,1.27,0.37,0.76,0.13
2023-09-02,IN,41.57,10.65,291.00,4.32,139030.00,191.57,1.32,0.05,1.07,0.32
2023-09-09,IN,47.29,13.75,331.00,4.92,139361.00,232.86,1.61,0.28,1.53,0.46
2023-09-16,IN,42.71,-9.67,299.00,4.44,139660.00,227.71,1.56,-0.05,1.36,-0.16
2023-09-23,IN,40.00,-6.35,280.00,4.16,139940.00,223.29,1.54,-0.01,1.25,-0.11
2023-09-30,IN,43.57,8.93,305.00,4.53,140245.00,216.00,1.46,-0.08,1.27,0.02
2023-10-07,IN,32.43,-25.57,227.00,3.37,140472.00,170.43,1.14,-0.32,0.97,-0.30
2023-10-14,IN,34.43,6.17,241.00,3.58,140713.00,162.29,1.09,-0.05,0.88,-0.09
2023-10-21,IN,44.71,29.88,313.00,4.65,141026.00,210.14,1.41,0.32,1.03,0.15
2023-10-28,IN,46.00,2.88,322.00,4.78,141348.00,210.14,1.41,-0.00,1.05,0.02
2023-11-04,IN,41.57,-9.63,291.00,4.32,141639.00,214.29,1.44,0.03,0.95,-0.09
2023-11-11,IN,48.57,16.84,340.00,5.05,141979.00,241.57,1.61,0.17,1.12,0.17
2023-11-18,IN,55.57,14.41,389.00,5.78,142368.00,275.57,1.84,0.24,1.38,0.26
2023-11-25,IN,67.14,20.82,470.00,6.98,142838.00,350.71,2.36,0.52,1.62,0.24
2023-12-02,IN,99.14,47.66,694.00,10.31,143532.00,457.29,3.06,0.70,2.26,0.64
2023-12-09,IN,103.71,4.61,726.00,10.78,144258.00,504.57,3.37,0.30,2.52,0.26
2023-12-16,IN,104.14,0.41,729.00,10.83,144987.00,528.86,3.51,0.15,2.88,0.36
2023-12-23,IN,115.43,10.84,808.00,12.00,145795.00,560.71,3.74,0.22,3.07,0.19
2023-12-30,IN,127.14,10.15,890.00,13.22,146685.00,630.86,4.25,0.52,2.94,-0.13
2024-01-06,IN,128.57,1.12,900.00,13.37,147585.00,634.43,4.20,-0.05,3.07,0.13
2024-01-13,IN,118.00,-8.22,826.00,12.27,148411.00,543.14,3.60,-0.60,2.89,-0.17
2020-08-08,KS,23.71,-6.21,166.00,5.70,192.00,153.14,2.58,-0.20,5.62,-0.49
2020-08-15,KS,23.86,0.60,167.00,5.73,359.00,134.43,2.32,-0.26,6.16,0.54
2020-08-22,KS,26.57,11.38,186.00,6.38,545.00,148.14,2.34,0.02,6.08,-0.08
2020-08-29,KS,30.57,15.05,214.00,7.35,759.00,142.57,2.30,-0.04,6.46,0.38
2020-09-05,KS,38.00,24.30,266.00,9.13,1025.00,165.57,2.44,0.15,5.80,-0.66
2020-09-12,KS,36.57,-3.76,256.00,8.79,1281.00,163.14,2.44,-0.00,5.27,-0.53
2020-09-19,KS,34.43,-5.86,241.00,8.27,1522.00,132.43,2.07,-0.37,4.99,-0.28
2020-09-26,KS,36.14,4.98,253.00,8.68,1775.00,179.71,2.80,0.73,6.60,1.61
2020-10-03,KS,43.00,18.97,301.00,10.33,2076.00,236.71,3.47,0.67,7.06,0.46
2020-10-10,KS,66.14,53.82,463.00,15.89,2539.00,297.43,4.17,0.70,8.35,1.29
2020-10-17,KS,74.71,12.96,523.00,17.95,3062.00,341.00,4.48,0.32,9.71,1.37
2020-10-24,KS,70.71,-5.35,495.00,16.99,3557.00,362.00,4.92,0.44,9.87,0.16
2020-10-31,KS,88.43,25.05,619.00,21.25,4176.00,399.00,5.24,0.31,12.15,2.28
2020-11-07,KS,116.00,31.18,812.00,27.87,4988.00,508.57,6.69,1.45,14.63,2.47
2020-11-14,KS,154.29,33.00,1080.00,37.07,6068.00,700.86,9.15,2.46,18.88,4.26
2020-11-21,KS,178.86,15.93,1252.00,42.98,7320.00,963.86,12.16,3.01,22.47,3.59
2020-11-28,KS,169.86,-5.03,1189.00,40.81,8509.00,1040.29,13.31,1.15,24.70,2.22
2020-12-05,KS,168.86,-0.59,1182.00,40.57,9691.00,1062.29,13.19,-0.12,25.70,1.01
2020-12-12,KS,168.43,-0.25,1179.00,40.47,10870.00,1039.57,12.66,-0.53,26.07,0.36
2020-12-19,KS,156.00,-7.38,1092.00,37.48,11962.00,1003.43,12.22,-0.44,23.99,-2.08
2020-12-26,KS,138.29,-11.36,968.00,33.23,12930.00,915.14,11.20,-1.02,23.01,-0.98
2021-01-02,KS,139.43,0.83,976.00,33.50,13906.00,868.86,10.63,-0.57,22.22,-0.79
2021-01-09,KS,136.71,-1.95,957.00,32.85,14863.00,897.14,10.94,0.32,21.25,-0.97
2021-01-16,KS,137.71,0.73,964.00,33.09,15827.00,838.43,10.25,-0.69,18.74,-2.51
2021-01-23,KS,112.57,-18.26,788.00,27.05,16615.00,706.86,8.65,-1.60,16.93,-1.81
2021-01-30,KS,84.86,-24.62,594.00,20.39,17209.00,594.43,7.25,-1.40,14.27,-2.66
2021-02-06,KS,71.43,-15.82,500.00,17.16,17709.00,496.29,6.06,-1.19,10.93,-3.34
2021-02-13,KS,57.57,-19.40,403.00,13.83,18112.00,390.00,4.78,-1.29,9.91,-1.02
2021-02-20,KS,47.71,-17.12,334.00,11.46,18446.00,319.86,3.91,-0.87,8.48,-1.43
2021-02-27,KS,44.00,-7.78,308.00,10.57,18754.00,279.00,3.39,-0.52,6.52,-1.96
2021-03-06,KS,30.57,-30.52,214.00,7.35,18968.00,202.57,2.47,-0.92,5.02,-1.50
2021-03-13,KS,26.29,-14.02,184.00,6.32,19152.00,161.29,1.98,-0.50,4.24,-0.79
2021-03-20,KS,22.43,-14.67,157.00,5.39,19309.00,135.29,1.65,-0.32,3.49,-0.75
2021-03-27,KS,22.29,-0.64,156.00,5.35,19465.00,120.43,1.47,-0.18,3.90,0.41
2021-04-03,KS,20.71,-7.05,145.00,4.98,19610.00,105.29,1.28,-0.19,2.94,-0.97
2021-04-10,KS,21.43,3.45,150.00,5.15,19760.00,106.29,1.30,0.02,3.25,0.31
2021-04-17,KS,23.57,10.00,165.00,5.66,19925.00,115.43,1.41,0.11,4.29,1.04
2021-04-24,KS,24.57,4.24,172.00,5.90,20097.00,116.00,1.42,0.00,4.47,0.18
2021-05-01,KS,29.71,20.93,208.00,7.14,20305.00,166.86,2.04,0.62,5.57,1.10
2021-05-08,KS,25.71,-13.46,180.00,6.18,20485.00,159.86,1.94,-0.09,5.32,-0.25
2021-05-15,KS,19.29,-25.00,135.00,4.63,20620.00,142.29,1.74,-0.21,5.06,-0.25
2021-05-22,KS,22.29,15.56,156.00,5.35,20776.00,142.14,1.70,-0.04,3.97,-1.10
2021-05-29,KS,21.57,-3.21,151.00,5.18,20927.00,131.86,1.57,-0.12,3.55,-0.41
2021-06-05,KS,15.43,-28.48,108.00,3.71,21035.00,113.57,1.36,-0.21,3.28,-0.28
2021-06-12,KS,15.29,-0.93,107.00,3.67,21142.00,99.00,1.18,-0.18,2.75,-0.53
2021-06-19,KS,19.29,26.17,135.00,4.63,21277.00,120.00,1.44,0.25,3.58,0.84
2021-06-26,KS,16.43,-14.81,115.00,3.95,21392.00,137.14,1.64,0.20,4.13,0.55
2021-07-03,KS,16.00,-2.61,112.00,3.84,21504.00,126.29,1.51,-0.13,4.49,0.36
2021-07-10,KS,23.57,47.32,165.00,5.66,21669.00,147.71,1.76,0.26,4.97,0.48
2021-07-17,KS,42.14,78.79,295.00,10.13,21964.00,244.00,2.91,1.15,6.92,1.95
2021-07-24,KS,51.43,22.03,360.00,12.36,22324.00,339.86,4.05,1.14,9.56,2.64
2021-07-31,KS,66.57,29.44,466.00,16.00,22790.00,405.43,4.87,0.82,11.23,1.68
2021-08-07,KS,80.86,21.46,566.00,19.43,23356.00,479.14,5.73,0.86,13.55,2.31
2021-08-14,KS,94.43,16.78,661.00,22.69,24017.00,592.86,7.09,1.36,16.86,3.31
2021-08-21,KS,102.43,8.47,717.00,24.61,24734.00,682.00,8.24,1.15,19.20,2.35
2021-08-28,KS,99.57,-2.79,697.00,23.92,25431.00,711.14,8.68,0.44,19.86,0.66
2021-09-04,KS,99.00,-0.57,693.00,23.79,26124.00,716.43,8.83,0.16,20.87,1.01
2021-09-11,KS,103.71,4.76,726.00,24.92,26850.00,691.86,8.77,-0.07,20.30,-0.57
2021-09-18,KS,93.00,-10.33,651.00,22.35,27501.00,632.43,8.11,-0.65,20.02,-0.28
