week_ending_date,state,avg_adm_all_covid_confirmed,pct_chg_avg_adm_all_covid_confirmed_per_100k,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,sum_adm_all_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_percent_inpatient_beds_occupied_covid_confirmed,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-04-29,Region 8,53.00,-15.49,371.00,3.03,214268.00,267.29,1.11,-0.11,1.36,-0.10
2023-05-06,Region 8,51.71,-2.43,362.00,2.95,214630.00,250.14,1.04,-0.07,1.23,-0.12
2023-05-13,Region 8,47.71,-7.73,334.00,2.72,214964.00,230.00,0.96,-0.09,1.07,-0.17
2023-05-20,Region 8,44.86,-5.99,314.00,2.56,215278.00,220.29,0.92,-0.04,1.12,0.06
2023-05-27,Region 8,35.29,-21.34,247.00,2.01,215525.00,185.14,0.77,-0.15,0.89,-0.24
2023-06-03,Region 8,34.14,-3.24,239.00,1.95,215764.00,169.00,0.71,-0.07,0.95,0.06
2023-06-10,Region 8,32.29,-5.44,226.00,1.84,215990.00,157.14,0.66,-0.05,0.75,-0.20
2023-06-17,Region 8,28.00,-13.27,196.00,1.60,216186.00,117.71,0.50,-0.15,0.54,-0.21
2023-06-24,Region 8,26.57,-5.10,186.00,1.52,216372.00,114.00,0.48,-0.03,0.51,-0.03
2023-07-01,Region 8,24.57,-7.53,172.00,1.40,216544.00,110.43,0.46,-0.01,0.54,0.03
2023-07-08,Region 8,22.00,-10.47,154.00,1.26,216698.00,100.00,0.42,-0.04,0.42,-0.12
2023-07-15,Region 8,27.29,24.03,191.00,1.56,216889.00,105.43,0.44,0.02,0.33,-0.09
2023-07-22,Region 8,27.71,1.57,194.00,1.58,217083.00,116.29,0.49,0.05,0.42,0.09
2023-07-29,Region 8,28.43,2.58,199.00,1.62,217282.00,116.00,0.49,0.00,0.38,-0.04
2023-08-05,Region 8,33.43,17.59,234.00,1.91,217516.00,123.29,0.52,0.03,0.49,0.12
2023-08-12,Region 8,36.00,7.69,252.00,2.06,217768.00,144.29,0.61,0.09,0.63,0.14
2023-08-19,Region 8,45.57,26.59,319.00,2.60,218087.00,172.86,0.72,0.11,0.62,-0.01
2023-08-26,Region 8,60.14,31.97,421.00,3.43,218508.00,205.14,0.86,0.14,0.81,0.19
2023-09-02,Region 8,67.86,12.83,475.00,3.87,218983.00,224.43,0.94,0.08,0.85,0.04
2023-09-09,Region 8,80.86,19.16,566.00,4.62,219549.00,284.43,1.19,0.25,1.04,0.19
2023-09-16,Region 8,88.43,9.36,619.00,5.05,220168.00,330.29,1.37,0.18,1.17,0.13
2023-09-23,Region 8,92.43,4.52,647.00,5.28,220815.00,371.86,1.54,0.17,1.72,0.55
2023-09-30,Region 8,105.71,14.37,740.00,6.04,221555.00,415.00,1.72,0.17,1.62,-0.10
2023-10-07,Region 8,98.71,-6.62,691.00,5.64,222246.00,422.43,1.75,0.03,1.79,0.17
2023-10-14,Region 8,114.86,16.35,804.00,6.56,223050.00,452.14,1.87,0.12,1.75,-0.04
2023-10-21,Region 8,113.29,-1.37,793.00,6.47,223843.00,457.71,1.91,0.03,1.65,-0.10
2023-10-28,Region 8,114.14,0.76,799.00,6.52,224642.00,475.71,1.97,0.06,2.01,0.35
2023-11-04,Region 8,111.43,-2.38,780.00,6.36,225422.00,465.71,1.93,-0.04,1.91,-0.10
2023-11-11,Region 8,121.71,9.23,852.00,6.95,226274.00,500.00,2.07,0.14,2.01,0.10
2023-11-18,Region 8,138.43,13.73,969.00,7.90,227243.00,544.71,2.26,0.19,2.12,0.10
2023-11-25,Region 8,143.71,3.82,1006.00,8.21,228249.00,597.14,2.48,0.22,1.80,-0.31
2023-12-02,Region 8,154.43,7.46,1081.00,8.82,229330.00,642.57,2.65,0.17,2.12,0.32
2023-12-09,Region 8,143.71,-6.94,1006.00,8.21,230336.00,620.71,2.57,-0.08,2.41,0.28
2023-12-16,Region 8,141.57,-1.49,991.00,8.08,231327.00,611.14,2.52,-0.04,2.63,0.23
2023-12-23,Region 8,140.71,-0.61,985.00,8.03,232312.00,566.14,2.34,-0.18,2.30,-0.33
2023-12-30,Region 8,152.43,8.32,1067.00,8.70,233379.00,603.43,2.51,0.17,2.45,0.14
2024-01-06,Region 8,155.29,1.87,1087.00,8.87,234466.00,650.57,2.71,0.20,2.59,0.14
2024-01-13,Region 8,133.00,-14.35,931.00,7.59,235397.00,554.29,2.43,-0.28,2.31,-0.28
2020-08-08,Region 9,867.29,-4.54,6071.00,11.73,6810.00,7816.43,10.54,-0.92,19.41,-1.66
2020-08-15,Region 9,764.43,-11.86,5351.00,10.34,12161.00,6729.71,9.17,-1.37,17.94,-1.47
